Time,Channel,Raw,Enginerring,EngVlaue
26:32.1,115,122, engValue_t,122
26:32.1,115,78, engValue_t,78
26:32.1,115,45, engValue_t,45
26:32.1,115,67, engValue_t,67
26:32.1,115,55, engValue_t,55
26:32.1,115,33, engValue_t,33
26:32.1,115,67, engValue_t,67
26:32.1,115,67, engValue_t,67
26:32.1,115,100, engValue_t,100
26:32.1,115,89, engValue_t,89
26:32.1,115,89, engValue_t,89
26:32.2,115,122, engValue_t,122
26:32.2,115,201, engValue_t,201
26:32.2,115,256, engValue_t,256
26:32.2,115,277, engValue_t,277
26:32.2,115,278, engValue_t,278
26:32.2,115,267, engValue_t,267
26:32.2,115,266, engValue_t,266
26:32.3,115,257, engValue_t,257
26:32.3,115,267, engValue_t,267
26:32.3,115,245, engValue_t,245
26:32.3,115,234, engValue_t,234
26:32.3,115,234, engValue_t,234
26:32.3,115,178, engValue_t,178
26:32.3,115,211, engValue_t,211
26:32.3,115,200, engValue_t,200
26:32.3,115,211, engValue_t,211
26:32.3,115,267, engValue_t,267
26:32.3,115,278, engValue_t,278
26:32.4,115,267, engValue_t,267
26:32.4,115,323, engValue_t,323
26:32.4,115,323, engValue_t,323
26:32.4,115,288, engValue_t,288
26:32.4,115,288, engValue_t,288
26:32.4,115,301, engValue_t,301
26:32.4,115,278, engValue_t,278
26:32.4,115,278, engValue_t,278
26:32.4,115,278, engValue_t,278
26:32.4,115,277, engValue_t,277
26:32.5,115,311, engValue_t,311
26:32.5,115,311, engValue_t,311
26:32.5,115,378, engValue_t,378
26:32.5,115,389, engValue_t,389
26:32.5,115,378, engValue_t,378
26:32.5,115,398, engValue_t,398
26:32.5,115,389, engValue_t,389
26:32.5,115,399, engValue_t,399
26:32.5,115,390, engValue_t,390
26:32.5,115,368, engValue_t,368
26:32.6,115,378, engValue_t,378
26:32.6,115,390, engValue_t,390
26:32.6,115,401, engValue_t,401
26:32.6,115,443, engValue_t,443
26:32.6,115,444, engValue_t,444
26:32.6,115,488, engValue_t,488
26:32.6,115,532, engValue_t,532
26:32.6,115,509, engValue_t,509
26:32.6,115,522, engValue_t,522
26:32.7,115,522, engValue_t,522
26:32.7,115,490, engValue_t,490
26:32.7,115,478, engValue_t,478
26:32.7,115,457, engValue_t,457
26:32.7,115,424, engValue_t,424
26:32.7,115,434, engValue_t,434
26:32.7,115,478, engValue_t,478
26:32.7,115,524, engValue_t,524
26:32.8,115,535, engValue_t,535
26:32.8,115,537, engValue_t,537
26:32.8,115,559, engValue_t,559
26:32.8,115,535, engValue_t,535
26:32.8,115,572, engValue_t,572
26:32.8,115,558, engValue_t,558
26:32.8,115,547, engValue_t,547
26:32.8,115,659, engValue_t,659
26:32.8,115,635, engValue_t,635
26:32.8,115,678, engValue_t,678
26:32.9,115,735, engValue_t,735
26:32.9,115,735, engValue_t,735
26:32.9,115,725, engValue_t,725
26:32.9,115,737, engValue_t,737
26:32.9,115,737, engValue_t,737
26:32.9,115,770, engValue_t,770
26:32.9,115,748, engValue_t,748
26:32.9,115,748, engValue_t,748
26:32.9,115,770, engValue_t,770
26:32.9,115,736, engValue_t,736
26:33.0,115,735, engValue_t,735
26:33.0,115,739, engValue_t,739
26:33.0,115,750, engValue_t,750
26:33.0,115,748, engValue_t,748
26:33.0,115,773, engValue_t,773
26:33.0,115,737, engValue_t,737
26:33.0,115,761, engValue_t,761
26:33.0,115,761, engValue_t,761
26:33.0,115,772, engValue_t,772
26:33.0,115,791, engValue_t,791
26:33.0,115,848, engValue_t,848
26:33.1,115,846, engValue_t,846
26:33.1,115,901, engValue_t,901
26:33.1,115,886, engValue_t,886
26:33.1,115,915, engValue_t,915
26:33.1,115,913, engValue_t,913
26:33.1,115,902, engValue_t,902
26:33.1,115,902, engValue_t,902
26:33.1,115,919, engValue_t,919
26:33.1,115,935, engValue_t,935
26:33.2,115,913, engValue_t,913
26:33.2,115,948, engValue_t,948
26:33.2,115,915, engValue_t,915
26:33.2,115,893, engValue_t,893
26:33.2,115,904, engValue_t,904
26:33.2,115,891, engValue_t,891
26:33.2,115,901, engValue_t,901
26:33.2,115,910, engValue_t,910
26:33.2,115,902, engValue_t,902
26:33.3,115,955, engValue_t,955
26:33.3,115,953, engValue_t,953
26:33.3,115,1023, engValue_t,1023
26:33.3,115,1057, engValue_t,1057
26:33.3,115,1057, engValue_t,1057
26:33.3,115,1033, engValue_t,1033
26:33.3,115,1005, engValue_t,1005
26:33.3,115,970, engValue_t,970
26:33.3,115,970, engValue_t,970
26:33.3,115,1009, engValue_t,1009
26:33.4,115,1039, engValue_t,1039
26:33.4,115,1039, engValue_t,1039
26:33.4,115,1027, engValue_t,1027
26:33.4,115,1055, engValue_t,1055
26:33.4,115,1081, engValue_t,1081
26:33.4,115,1103, engValue_t,1103
26:33.4,115,1107, engValue_t,1107
26:33.4,115,1096, engValue_t,1096
26:33.4,115,1074, engValue_t,1074
26:33.5,115,1076, engValue_t,1076
26:33.5,115,1098, engValue_t,1098
26:33.5,115,1098, engValue_t,1098
26:33.5,115,1161, engValue_t,1161
26:33.5,115,1161, engValue_t,1161
26:33.5,115,1240, engValue_t,1240
26:33.5,115,1264, engValue_t,1264
26:33.5,115,1272, engValue_t,1272
26:33.5,115,1231, engValue_t,1231
26:33.6,115,1247, engValue_t,1247
26:33.6,115,1269, engValue_t,1269
26:33.6,115,1231, engValue_t,1231
26:33.6,115,1206, engValue_t,1206
26:33.6,115,1250, engValue_t,1250
26:33.6,115,1266, engValue_t,1266
26:33.6,115,1249, engValue_t,1249
26:33.6,115,1260, engValue_t,1260
26:33.7,115,1244, engValue_t,1244
26:33.7,115,1238, engValue_t,1238
26:33.7,115,1227, engValue_t,1227
26:33.7,115,1201, engValue_t,1201
26:33.7,115,1269, engValue_t,1269
26:33.7,115,1309, engValue_t,1309
26:33.7,115,1325, engValue_t,1325
26:33.7,115,1334, engValue_t,1334
26:33.7,115,1334, engValue_t,1334
26:33.8,115,1290, engValue_t,1290
26:33.8,115,1273, engValue_t,1273
26:33.8,115,1276, engValue_t,1276
26:33.8,115,1276, engValue_t,1276
26:33.8,115,1347, engValue_t,1347
26:33.8,115,1398, engValue_t,1398
26:33.8,115,1406, engValue_t,1406
26:33.8,115,1401, engValue_t,1401
26:33.9,115,1414, engValue_t,1414
26:33.9,115,1374, engValue_t,1374
26:33.9,115,1382, engValue_t,1382
26:33.9,115,1347, engValue_t,1347
26:33.9,115,1355, engValue_t,1355
26:33.9,115,1374, engValue_t,1374
26:33.9,115,1385, engValue_t,1385
26:33.9,115,1371, engValue_t,1371
26:33.9,115,1425, engValue_t,1425
26:33.9,115,1428, engValue_t,1428
26:34.0,115,1477, engValue_t,1477
26:34.0,115,1463, engValue_t,1463
26:34.0,115,1463, engValue_t,1463
26:34.0,115,1474, engValue_t,1474
26:34.0,115,1482, engValue_t,1482
26:34.0,115,1504, engValue_t,1504
26:34.0,115,1490, engValue_t,1490
26:34.0,115,1463, engValue_t,1463
26:34.0,115,1469, engValue_t,1469
26:34.0,115,1490, engValue_t,1490
26:34.1,115,1466, engValue_t,1466
26:34.1,115,1490, engValue_t,1490
26:34.1,115,1509, engValue_t,1509
26:34.1,115,1515, engValue_t,1515
26:34.1,115,1547, engValue_t,1547
26:34.1,115,1547, engValue_t,1547
26:34.1,115,1542, engValue_t,1542
26:34.1,115,1524, engValue_t,1524
26:34.1,115,1504, engValue_t,1504
26:34.2,115,1585, engValue_t,1585
26:34.2,115,1585, engValue_t,1585
26:34.2,115,1590, engValue_t,1590
26:34.2,115,1665, engValue_t,1665
26:34.2,115,1668, engValue_t,1668
26:34.2,115,1628, engValue_t,1628
26:34.2,115,1628, engValue_t,1628
26:34.2,115,1642, engValue_t,1642
26:34.3,115,1676, engValue_t,1676
26:34.3,115,1645, engValue_t,1645
26:34.3,115,1668, engValue_t,1668
26:34.3,115,1668, engValue_t,1668
26:34.3,115,1720, engValue_t,1720
26:34.3,115,1706, engValue_t,1706
26:34.3,115,1752, engValue_t,1752
26:34.3,115,1727, engValue_t,1727
26:34.3,115,1702, engValue_t,1702
26:34.3,115,1716, engValue_t,1716
26:34.4,115,1709, engValue_t,1709
26:34.4,115,1699, engValue_t,1699
26:34.4,115,1723, engValue_t,1723
26:34.4,115,1769, engValue_t,1769
26:34.4,115,1759, engValue_t,1759
26:34.4,115,1791, engValue_t,1791
26:34.4,115,1801, engValue_t,1801
26:34.4,115,1794, engValue_t,1794
26:34.4,115,1787, engValue_t,1787
26:34.4,115,1791, engValue_t,1791
26:34.4,115,1790, engValue_t,1790
26:34.5,115,1747, engValue_t,1747
26:34.5,115,1769, engValue_t,1769
26:34.5,115,1787, engValue_t,1787
26:34.5,115,1791, engValue_t,1791
26:34.5,115,1854, engValue_t,1854
26:34.5,115,1872, engValue_t,1872
26:34.5,115,1942, engValue_t,1942
26:34.5,115,1914, engValue_t,1914
26:34.5,115,1911, engValue_t,1911
26:34.6,115,1879, engValue_t,1879
26:34.6,115,1868, engValue_t,1868
26:34.6,115,1851, engValue_t,1851
26:34.6,115,1886, engValue_t,1886
26:34.6,115,1903, engValue_t,1903
26:34.6,115,1946, engValue_t,1946
26:34.6,115,1979, engValue_t,1979
26:34.6,115,1979, engValue_t,1979
26:34.6,115,1977, engValue_t,1977
26:34.6,115,1981, engValue_t,1981
26:34.7,115,1981, engValue_t,1981
26:34.7,115,1950, engValue_t,1950
26:34.7,115,1953, engValue_t,1953
26:34.7,115,1974, engValue_t,1974
26:34.7,115,2020, engValue_t,2020
26:34.7,115,2009, engValue_t,2009
26:34.7,115,2071, engValue_t,2071
26:34.7,115,2116, engValue_t,2116
26:34.8,115,2139, engValue_t,2139
26:34.8,115,2112, engValue_t,2112
26:34.8,115,2097, engValue_t,2097
26:34.8,115,2087, engValue_t,2087
26:34.8,115,2112, engValue_t,2112
26:34.8,115,2112, engValue_t,2112
26:34.8,115,2109, engValue_t,2109
26:34.8,115,2143, engValue_t,2143
26:34.8,115,2129, engValue_t,2129
26:34.8,115,2135, engValue_t,2135
26:34.9,115,2143, engValue_t,2143
26:34.9,115,2149, engValue_t,2149
26:34.9,115,2164, engValue_t,2164
26:34.9,115,2153, engValue_t,2153
26:34.9,115,2147, engValue_t,2147
26:34.9,115,2151, engValue_t,2151
26:34.9,115,2147, engValue_t,2147
26:34.9,115,2105, engValue_t,2105
26:34.9,115,2101, engValue_t,2101
26:35.0,115,2130, engValue_t,2130
26:35.0,115,2116, engValue_t,2116
26:35.0,115,2161, engValue_t,2161
26:35.0,115,2203, engValue_t,2203
26:35.0,115,2236, engValue_t,2236
26:35.0,115,2320, engValue_t,2320
26:35.0,115,2320, engValue_t,2320
26:35.0,115,2320, engValue_t,2320
26:35.0,115,2324, engValue_t,2324
26:35.0,115,2257, engValue_t,2257
26:35.1,115,2270, engValue_t,2270
26:35.1,115,2261, engValue_t,2261
26:35.1,115,2267, engValue_t,2267
26:35.1,115,2267, engValue_t,2267
26:35.1,115,2311, engValue_t,2311
26:35.1,115,2336, engValue_t,2336
26:35.1,115,2336, engValue_t,2336
26:35.1,115,2339, engValue_t,2339
26:35.1,115,2362, engValue_t,2362
26:35.1,115,2362, engValue_t,2362
26:35.1,115,2286, engValue_t,2286
26:35.2,115,2317, engValue_t,2317
26:35.2,115,2321, engValue_t,2321
26:35.2,115,2362, engValue_t,2362
26:35.2,115,2374, engValue_t,2374
26:35.2,115,2399, engValue_t,2399
26:35.2,115,2362, engValue_t,2362
26:35.2,115,2378, engValue_t,2378
26:35.2,115,2386, engValue_t,2386
26:35.3,115,2376, engValue_t,2376
26:35.3,115,2431, engValue_t,2431
26:35.3,115,2421, engValue_t,2421
26:35.3,115,2452, engValue_t,2452
26:35.3,115,2431, engValue_t,2431
26:35.3,115,2457, engValue_t,2457
26:35.3,115,2462, engValue_t,2462
26:35.3,115,2506, engValue_t,2506
26:35.4,115,2488, engValue_t,2488
26:35.4,115,2507, engValue_t,2507
26:35.4,115,2477, engValue_t,2477
26:35.4,115,2486, engValue_t,2486
26:35.4,115,2502, engValue_t,2502
26:35.4,115,2542, engValue_t,2542
26:35.4,115,2537, engValue_t,2537
26:35.4,115,2592, engValue_t,2592
26:35.4,115,2617, engValue_t,2617
26:35.4,115,2612, engValue_t,2612
26:35.4,115,2661, engValue_t,2661
26:35.5,115,2686, engValue_t,2686
26:35.5,115,2711, engValue_t,2711
26:35.5,115,2706, engValue_t,2706
26:35.5,115,2642, engValue_t,2642
26:35.5,115,2686, engValue_t,2686
26:35.5,115,2642, engValue_t,2642
26:35.5,115,2642, engValue_t,2642
26:35.5,115,2657, engValue_t,2657
26:35.5,115,2647, engValue_t,2647
26:35.6,115,2647, engValue_t,2647
26:35.6,115,2617, engValue_t,2617
26:35.6,115,2627, engValue_t,2627
26:35.6,115,2627, engValue_t,2627
26:35.6,115,2676, engValue_t,2676
26:35.6,115,2721, engValue_t,2721
26:35.6,115,2701, engValue_t,2701
26:35.6,115,2697, engValue_t,2697
26:35.6,115,2686, engValue_t,2686
26:35.6,115,2681, engValue_t,2681
26:35.6,115,2666, engValue_t,2666
26:35.7,115,2691, engValue_t,2691
26:35.7,115,2666, engValue_t,2666
26:35.7,115,2686, engValue_t,2686
26:35.7,115,2686, engValue_t,2686
26:35.7,115,2691, engValue_t,2691
26:35.7,115,2686, engValue_t,2686
26:35.7,115,2691, engValue_t,2691
26:35.7,115,2696, engValue_t,2696
26:35.8,115,2681, engValue_t,2681
26:35.8,115,2706, engValue_t,2706
26:35.8,115,2661, engValue_t,2661
26:35.8,115,2657, engValue_t,2657
26:35.8,115,2642, engValue_t,2642
26:35.8,115,2602, engValue_t,2602
26:35.8,115,2612, engValue_t,2612
26:35.8,115,2622, engValue_t,2622
26:35.8,115,2671, engValue_t,2671
26:35.8,115,2711, engValue_t,2711
26:35.9,115,2726, engValue_t,2726
26:35.9,115,2731, engValue_t,2731
26:35.9,115,2731, engValue_t,2731
26:35.9,115,2751, engValue_t,2751
26:35.9,115,2701, engValue_t,2701
26:35.9,115,2706, engValue_t,2706
26:35.9,115,2696, engValue_t,2696
26:35.9,115,2731, engValue_t,2731
26:36.0,115,2772, engValue_t,2772
26:36.0,115,2772, engValue_t,2772
26:36.0,115,2806, engValue_t,2806
26:36.0,115,2806, engValue_t,2806
26:36.0,115,2826, engValue_t,2826
26:36.0,115,2836, engValue_t,2836
26:36.0,115,2851, engValue_t,2851
26:36.0,115,2816, engValue_t,2816
26:36.0,115,2846, engValue_t,2846
26:36.1,115,2861, engValue_t,2861
26:36.1,115,2841, engValue_t,2841
26:36.1,115,2881, engValue_t,2881
26:36.1,115,2857, engValue_t,2857
26:36.1,115,2850, engValue_t,2850
26:36.1,115,2841, engValue_t,2841
26:36.1,115,2841, engValue_t,2841
26:36.1,115,2801, engValue_t,2801
26:36.1,115,2766, engValue_t,2766
26:36.1,115,2731, engValue_t,2731
26:36.1,115,2696, engValue_t,2696
26:36.2,115,2692, engValue_t,2692
26:36.2,115,2661, engValue_t,2661
26:36.2,115,2666, engValue_t,2666
26:36.2,115,2681, engValue_t,2681
26:36.2,115,2661, engValue_t,2661
26:36.2,115,2696, engValue_t,2696
26:36.2,115,2696, engValue_t,2696
26:36.3,115,2671, engValue_t,2671
26:36.3,115,2681, engValue_t,2681
26:36.3,115,2666, engValue_t,2666
26:36.3,115,2676, engValue_t,2676
26:36.3,115,2691, engValue_t,2691
26:36.3,115,2691, engValue_t,2691
26:36.3,115,2686, engValue_t,2686
26:36.3,115,2661, engValue_t,2661
26:36.3,115,2681, engValue_t,2681
26:36.3,115,2696, engValue_t,2696
26:36.4,115,2691, engValue_t,2691
26:36.4,115,2691, engValue_t,2691
26:36.4,115,2711, engValue_t,2711
26:36.4,115,2617, engValue_t,2617
26:36.4,115,2617, engValue_t,2617
26:36.4,115,2647, engValue_t,2647
26:36.4,115,2652, engValue_t,2652
26:36.4,115,2676, engValue_t,2676
26:36.4,115,2681, engValue_t,2681
26:36.5,115,2647, engValue_t,2647
26:36.5,115,2661, engValue_t,2661
26:36.5,115,2647, engValue_t,2647
26:36.5,115,2661, engValue_t,2661
26:36.5,115,2647, engValue_t,2647
26:36.5,115,2652, engValue_t,2652
26:36.5,115,2647, engValue_t,2647
26:36.5,115,2647, engValue_t,2647
26:36.5,115,2652, engValue_t,2652
26:36.5,115,2681, engValue_t,2681
26:36.5,115,2671, engValue_t,2671
26:36.6,115,2627, engValue_t,2627
26:36.6,115,2642, engValue_t,2642
26:36.6,115,2637, engValue_t,2637
26:36.6,115,2652, engValue_t,2652
26:36.6,115,2652, engValue_t,2652
26:36.6,115,2647, engValue_t,2647
26:36.6,115,2647, engValue_t,2647
26:36.6,115,2661, engValue_t,2661
26:36.6,115,2632, engValue_t,2632
26:36.7,115,2652, engValue_t,2652
26:36.7,115,2666, engValue_t,2666
26:36.7,115,2652, engValue_t,2652
26:36.7,115,2627, engValue_t,2627
26:36.7,115,2672, engValue_t,2672
26:36.7,115,2652, engValue_t,2652
26:36.7,115,2652, engValue_t,2652
26:36.7,115,2637, engValue_t,2637
26:36.7,115,2647, engValue_t,2647
26:36.8,115,2647, engValue_t,2647
26:36.8,115,2647, engValue_t,2647
26:36.8,115,2627, engValue_t,2627
26:36.8,115,2671, engValue_t,2671
26:36.8,115,2632, engValue_t,2632
26:36.8,115,2632, engValue_t,2632
26:36.8,115,2627, engValue_t,2627
26:36.8,115,2657, engValue_t,2657
26:36.8,115,2632, engValue_t,2632
26:36.8,115,2652, engValue_t,2652
26:36.9,115,2652, engValue_t,2652
26:36.9,115,2652, engValue_t,2652
26:36.9,115,2617, engValue_t,2617
26:36.9,115,2657, engValue_t,2657
26:36.9,115,2657, engValue_t,2657
26:36.9,115,2657, engValue_t,2657
26:36.9,115,2657, engValue_t,2657
26:36.9,115,2602, engValue_t,2602
26:36.9,115,2657, engValue_t,2657
26:37.0,115,2632, engValue_t,2632
26:37.0,115,2637, engValue_t,2637
26:37.0,115,2652, engValue_t,2652
26:37.0,115,2632, engValue_t,2632
26:37.0,115,2632, engValue_t,2632
26:37.0,115,2631, engValue_t,2631
26:37.0,115,2642, engValue_t,2642
26:37.0,115,2647, engValue_t,2647
26:37.0,115,2632, engValue_t,2632
26:37.1,115,2632, engValue_t,2632
26:37.1,115,2652, engValue_t,2652
26:37.1,115,2637, engValue_t,2637
26:37.1,115,2657, engValue_t,2657
26:37.1,115,2652, engValue_t,2652
26:37.1,115,2657, engValue_t,2657
26:37.1,115,2642, engValue_t,2642
26:37.1,115,2627, engValue_t,2627
26:37.1,115,2612, engValue_t,2612
26:37.1,115,2587, engValue_t,2587
26:37.2,115,2612, engValue_t,2612
26:37.2,115,2592, engValue_t,2592
26:37.2,115,2612, engValue_t,2612
26:37.2,115,2587, engValue_t,2587
26:37.2,115,2581, engValue_t,2581
26:37.2,115,2572, engValue_t,2572
26:37.2,115,2597, engValue_t,2597
26:37.2,115,2597, engValue_t,2597
26:37.3,115,2637, engValue_t,2637
26:37.3,115,2637, engValue_t,2637
26:37.3,115,2637, engValue_t,2637
26:37.3,115,2647, engValue_t,2647
26:37.3,115,2607, engValue_t,2607
26:37.3,115,2607, engValue_t,2607
26:37.3,115,2572, engValue_t,2572
26:37.3,115,2487, engValue_t,2487
26:37.3,115,2467, engValue_t,2467
26:37.3,115,2477, engValue_t,2477
26:37.4,115,2462, engValue_t,2462
26:37.4,115,2462, engValue_t,2462
26:37.4,115,2512, engValue_t,2512
26:37.4,115,2472, engValue_t,2472
26:37.4,115,2477, engValue_t,2477
26:37.4,115,2508, engValue_t,2508
26:37.4,115,2512, engValue_t,2512
26:37.4,115,2513, engValue_t,2513
26:37.4,115,2533, engValue_t,2533
26:37.4,115,2567, engValue_t,2567
26:37.5,115,2567, engValue_t,2567
26:37.5,115,2548, engValue_t,2548
26:37.5,115,2508, engValue_t,2508
26:37.5,115,2533, engValue_t,2533
26:37.5,115,2473, engValue_t,2473
26:37.5,115,2472, engValue_t,2472
26:37.5,115,2422, engValue_t,2422
26:37.5,115,2418, engValue_t,2418
26:37.5,115,2342, engValue_t,2342
26:37.5,115,2315, engValue_t,2315
26:37.6,115,2311, engValue_t,2311
26:37.6,115,2301, engValue_t,2301
26:37.6,115,2286, engValue_t,2286
26:37.6,115,2284, engValue_t,2284
26:37.6,115,2311, engValue_t,2311
26:37.6,115,2302, engValue_t,2302
26:37.6,115,2342, engValue_t,2342
26:37.6,115,2343, engValue_t,2343
26:37.6,115,2343, engValue_t,2343
26:37.6,115,2373, engValue_t,2373
26:37.7,115,2399, engValue_t,2399
26:37.7,115,2374, engValue_t,2374
26:37.7,115,2374, engValue_t,2374
26:37.7,115,2345, engValue_t,2345
26:37.7,115,2277, engValue_t,2277
26:37.7,115,2277, engValue_t,2277
26:37.7,115,2236, engValue_t,2236
26:37.7,115,2211, engValue_t,2211
26:37.7,115,2211, engValue_t,2211
26:37.8,115,2211, engValue_t,2211
26:37.8,115,2168, engValue_t,2168
26:37.8,115,2211, engValue_t,2211
26:37.8,115,2188, engValue_t,2188
26:37.8,115,2191, engValue_t,2191
26:37.8,115,2203, engValue_t,2203
26:37.8,115,2182, engValue_t,2182
26:37.8,115,2195, engValue_t,2195
26:37.8,115,2178, engValue_t,2178
26:37.8,115,2219, engValue_t,2219
26:37.9,115,2195, engValue_t,2195
26:37.9,115,2170, engValue_t,2170
26:37.9,115,2160, engValue_t,2160
26:37.9,115,2114, engValue_t,2114
26:37.9,115,2049, engValue_t,2049
26:37.9,115,2010, engValue_t,2010
26:37.9,115,1982, engValue_t,1982
26:37.9,115,1935, engValue_t,1935
26:37.9,115,1971, engValue_t,1971
26:37.9,115,1936, engValue_t,1936
26:38.0,115,1981, engValue_t,1981
26:38.0,115,1967, engValue_t,1967
26:38.0,115,2010, engValue_t,2010
26:38.0,115,2031, engValue_t,2031
26:38.0,115,2033, engValue_t,2033
26:38.0,115,2044, engValue_t,2044
26:38.0,115,2044, engValue_t,2044
26:38.0,115,2026, engValue_t,2026
26:38.0,115,2019, engValue_t,2019
26:38.1,115,1967, engValue_t,1967
26:38.1,115,1992, engValue_t,1992
26:38.1,115,1953, engValue_t,1953
26:38.1,115,1953, engValue_t,1953
26:38.1,115,1984, engValue_t,1984
26:38.1,115,1942, engValue_t,1942
26:38.1,115,1914, engValue_t,1914
26:38.1,115,1879, engValue_t,1879
26:38.1,115,1741, engValue_t,1741
26:38.1,115,1727, engValue_t,1727
26:38.2,115,1727, engValue_t,1727
26:38.2,115,1720, engValue_t,1720
26:38.2,115,1660, engValue_t,1660
26:38.2,115,1660, engValue_t,1660
26:38.2,115,1614, engValue_t,1614
26:38.2,115,1582, engValue_t,1582
26:38.2,115,1582, engValue_t,1582
26:38.2,115,1479, engValue_t,1479
26:38.2,115,1479, engValue_t,1479
26:38.3,115,1474, engValue_t,1474
26:38.3,115,1463, engValue_t,1463
26:38.3,115,1469, engValue_t,1469
26:38.3,115,1490, engValue_t,1490
26:38.3,115,1469, engValue_t,1469
26:38.3,115,1512, engValue_t,1512
26:38.3,115,1527, engValue_t,1527
26:38.3,115,1552, engValue_t,1552
26:38.3,115,1527, engValue_t,1527
26:38.4,115,1514, engValue_t,1514
26:38.4,115,1455, engValue_t,1455
26:38.4,115,1393, engValue_t,1393
26:38.4,115,1355, engValue_t,1355
26:38.4,115,1330, engValue_t,1330
26:38.4,115,1311, engValue_t,1311
26:38.4,115,1306, engValue_t,1306
26:38.4,115,1306, engValue_t,1306
26:38.4,115,1284, engValue_t,1284
26:38.4,115,1295, engValue_t,1295
26:38.5,115,1301, engValue_t,1301
26:38.5,115,1336, engValue_t,1336
26:38.5,115,1360, engValue_t,1360
26:38.5,115,1377, engValue_t,1377
26:38.5,115,1371, engValue_t,1371
26:38.5,115,1369, engValue_t,1369
26:38.5,115,1396, engValue_t,1396
26:38.5,115,1334, engValue_t,1334
26:38.5,115,1269, engValue_t,1269
26:38.5,115,1269, engValue_t,1269
26:38.6,115,1227, engValue_t,1227
26:38.6,115,1168, engValue_t,1168
26:38.6,115,1197, engValue_t,1197
26:38.6,115,1197, engValue_t,1197
26:38.6,115,1168, engValue_t,1168
26:38.6,115,1236, engValue_t,1236
26:38.6,115,1255, engValue_t,1255
26:38.6,115,1264, engValue_t,1264
26:38.6,115,1255, engValue_t,1255
26:38.7,115,1223, engValue_t,1223
26:38.7,115,1247, engValue_t,1247
26:38.7,115,1212, engValue_t,1212
26:38.7,115,1192, engValue_t,1192
26:38.7,115,1205, engValue_t,1205
26:38.7,115,1201, engValue_t,1201
26:38.7,115,1179, engValue_t,1179
26:38.7,115,1131, engValue_t,1131
26:38.7,115,1100, engValue_t,1100
26:38.8,115,1100, engValue_t,1100
26:38.8,115,1089, engValue_t,1089
26:38.8,115,1122, engValue_t,1122
26:38.8,115,1083, engValue_t,1083
26:38.8,115,1107, engValue_t,1107
26:38.8,115,1124, engValue_t,1124
26:38.8,115,1127, engValue_t,1127
26:38.8,115,1111, engValue_t,1111
26:38.8,115,1087, engValue_t,1087
26:38.9,115,1074, engValue_t,1074
26:38.9,115,1056, engValue_t,1056
26:38.9,115,1050, engValue_t,1050
26:38.9,115,1076, engValue_t,1076
26:38.9,115,1096, engValue_t,1096
26:38.9,115,1056, engValue_t,1056
26:38.9,115,1065, engValue_t,1065
26:38.9,115,1050, engValue_t,1050
26:38.9,115,985, engValue_t,985
26:38.9,115,992, engValue_t,992
26:38.9,115,998, engValue_t,998
26:39.0,115,1021, engValue_t,1021
26:39.0,115,1009, engValue_t,1009
26:39.0,115,1030, engValue_t,1030
26:39.0,115,1021, engValue_t,1021
26:39.0,115,1021, engValue_t,1021
26:39.0,115,985, engValue_t,985
26:39.0,115,998, engValue_t,998
26:39.0,115,943, engValue_t,943
26:39.1,115,943, engValue_t,943
26:39.1,115,950, engValue_t,950
26:39.1,115,959, engValue_t,959
26:39.1,115,985, engValue_t,985
26:39.1,115,963, engValue_t,963
26:39.1,115,952, engValue_t,952
26:39.1,115,952, engValue_t,952
26:39.1,115,939, engValue_t,939
26:39.1,115,898, engValue_t,898
26:39.1,115,904, engValue_t,904
26:39.2,115,941, engValue_t,941
26:39.2,115,915, engValue_t,915
26:39.2,115,937, engValue_t,937
26:39.2,115,952, engValue_t,952
26:39.2,115,970, engValue_t,970
26:39.2,115,968, engValue_t,968
26:39.2,115,981, engValue_t,981
26:39.2,115,954, engValue_t,954
26:39.3,115,955, engValue_t,955
26:39.3,115,891, engValue_t,891
26:39.3,115,882, engValue_t,882
26:39.3,115,805, engValue_t,805
26:39.3,115,772, engValue_t,772
26:39.3,115,748, engValue_t,748
26:39.3,115,748, engValue_t,748
26:39.3,115,739, engValue_t,739
26:39.3,115,772, engValue_t,772
26:39.4,115,772, engValue_t,772
26:39.4,115,772, engValue_t,772
26:39.4,115,793, engValue_t,793
26:39.4,115,835, engValue_t,835
26:39.4,115,838, engValue_t,838
26:39.4,115,846, engValue_t,846
26:39.4,115,826, engValue_t,826
26:39.4,115,826, engValue_t,826
26:39.4,115,793, engValue_t,793
26:39.4,115,704, engValue_t,704
26:39.4,115,704, engValue_t,704
26:39.5,115,671, engValue_t,671
26:39.5,115,672, engValue_t,672
26:39.5,115,681, engValue_t,681
26:39.5,115,701, engValue_t,701
26:39.5,115,671, engValue_t,671
26:39.5,115,692, engValue_t,692
26:39.5,115,692, engValue_t,692
26:39.5,115,714, engValue_t,714
26:39.5,115,735, engValue_t,735
26:39.6,115,735, engValue_t,735
26:39.6,115,747, engValue_t,747
26:39.6,115,747, engValue_t,747
26:39.6,115,692, engValue_t,692
26:39.6,115,646, engValue_t,646
26:39.6,115,634, engValue_t,634
26:39.6,115,606, engValue_t,606
26:39.6,115,634, engValue_t,634
26:39.6,115,681, engValue_t,681
26:39.6,115,692, engValue_t,692
26:39.6,115,657, engValue_t,657
