Date,Time,RBoom_Angle,* PRSTiltSensorBin,* PRSTiltSensorEng,ShearerPosition
5/9/2023,56:25.0,9.64,2024,93,38
5/9/2023,56:25.2,9.78,2026,95,38
5/9/2023,56:25.5,9.72,2026,95,38
5/9/2023,56:25.7,9.84,2026,95,38
5/9/2023,56:26.0,9.77,2026,95,38
5/9/2023,56:26.2,9.69,2033,102,38
5/9/2023,56:26.5,10.3,2033,102,38
5/9/2023,56:26.8,9.77,2034,103,38
5/9/2023,56:27.0,9.98,2034,103,38
5/9/2023,56:27.3,9.98,2030,99,38
5/9/2023,56:27.5,10.22,2030,99,38
5/9/2023,56:27.8,9.38,2032,101,38
5/9/2023,56:28.1,10.21,2032,101,38
5/9/2023,56:28.4,9.98,2033,102,38
5/9/2023,56:28.6,9.54,2033,102,38
5/9/2023,56:28.8,9.52,2031,100,38
5/9/2023,56:29.1,9.61,2031,100,38
5/9/2023,56:29.4,9.28,2030,99,38
5/9/2023,56:29.6,10.12,2030,99,38
5/9/2023,56:29.9,9.85,2031,100,38
5/9/2023,56:30.1,10.53,2031,100,38
5/9/2023,56:30.4,9.6,2034,103,38
5/9/2023,56:30.7,10.12,2034,103,38
5/9/2023,56:30.9,9.68,2029,98,38
5/9/2023,56:31.2,9.81,2029,98,38
5/9/2023,56:31.4,9.94,2025,94,38
5/9/2023,56:31.7,9.74,2025,94,38
5/9/2023,56:32.0,9.89,2023,92,38
5/9/2023,56:32.2,9.58,2023,92,38
5/9/2023,56:32.5,10.17,2030,99,38
5/9/2023,56:32.7,9.5,2030,99,37
5/9/2023,56:33.0,9.68,2033,102,37
5/9/2023,56:33.3,9.88,2033,102,37
5/9/2023,56:33.5,9.93,2035,104,37
5/9/2023,56:33.8,9.82,2035,104,37
5/9/2023,56:34.0,9.7,2035,104,37
5/9/2023,56:34.3,9.85,2035,104,37
5/9/2023,56:34.6,9.52,2032,101,37
5/9/2023,56:34.8,10.34,2032,101,37
5/9/2023,56:35.1,9.87,2027,96,37
5/9/2023,56:35.3,9.68,2027,96,37
5/9/2023,56:35.6,9.41,2024,93,37
5/9/2023,56:35.9,9.99,2024,93,37
5/9/2023,56:36.2,9.91,2026,95,37
5/9/2023,56:36.4,9.79,2026,95,37
5/9/2023,56:36.7,10.1,2026,95,37
5/9/2023,56:36.9,10.18,2026,95,37
5/9/2023,56:37.2,9.51,2028,97,37
5/9/2023,56:37.4,10.22,2028,97,37
5/9/2023,56:37.7,9.97,2029,98,37
5/9/2023,56:37.9,9.22,2029,98,37
5/9/2023,56:38.2,9.37,2028,97,37
5/9/2023,56:38.5,9.89,2028,97,37
5/9/2023,56:38.8,9.79,2029,98,37
5/9/2023,56:39.0,9.65,2029,98,37
5/9/2023,56:39.2,9.67,2029,98,37
5/9/2023,56:39.5,9.96,2029,98,37
5/9/2023,56:39.8,9.84,2031,100,37
5/9/2023,56:40.0,10.11,2031,100,37
5/9/2023,56:40.3,10.13,2034,103,37
5/9/2023,56:40.6,9.68,2034,103,37
5/9/2023,56:40.8,9.23,2028,97,37
5/9/2023,56:41.1,9.82,2028,97,37
5/9/2023,56:41.3,9.9,2027,96,37
5/9/2023,56:41.6,9.86,2027,96,37
5/9/2023,56:41.8,9.97,2026,95,37
5/9/2023,56:42.1,9.92,2026,95,37
5/9/2023,56:42.4,9.83,2027,96,37
5/9/2023,56:42.6,10.16,2027,96,37
5/9/2023,56:42.9,9.83,2032,101,36
5/9/2023,56:43.2,9,2032,101,36
5/9/2023,56:43.4,10.26,2031,100,36
5/9/2023,56:43.7,10.22,2031,100,36
5/9/2023,56:43.9,8.95,2032,101,36
5/9/2023,56:44.2,9.62,2032,101,36
5/9/2023,56:44.5,9.8,2034,103,36
5/9/2023,56:44.7,9.97,2034,103,36
5/9/2023,56:45.0,9.59,2036,105,36
5/9/2023,56:45.2,10.32,2036,105,36
5/9/2023,56:45.5,10.15,2031,100,36
5/9/2023,56:45.8,10.11,2031,100,36
5/9/2023,56:46.0,10.23,2026,95,36
5/9/2023,56:46.3,10.08,2026,95,36
5/9/2023,56:46.6,9.55,2023,92,36
5/9/2023,56:46.8,9.95,2023,92,36
5/9/2023,56:47.1,9.79,2026,95,36
5/9/2023,56:47.3,9.83,2026,95,36
5/9/2023,56:47.6,10.26,2029,98,36
5/9/2023,56:47.9,9.87,2029,98,36
5/9/2023,56:48.1,9.81,2030,99,36
5/9/2023,56:48.4,9.88,2030,99,36
5/9/2023,56:48.6,10.03,2033,102,36
5/9/2023,56:48.9,9.86,2033,102,36
5/9/2023,56:49.1,9.91,2025,94,36
5/9/2023,56:49.4,10.25,2025,94,36
5/9/2023,56:49.6,9.83,2028,97,36
5/9/2023,56:49.9,9.52,2028,97,36
5/9/2023,56:50.2,10.31,2029,98,36
5/9/2023,56:50.4,9.85,2029,98,36
5/9/2023,56:50.7,9.85,2030,99,36
5/9/2023,56:50.9,10.06,2030,99,36
5/9/2023,56:51.2,9.93,2029,98,36
5/9/2023,56:51.5,9.88,2029,98,36
5/9/2023,56:51.7,9.83,2028,97,36
5/9/2023,56:52.0,10.16,2028,97,36
5/9/2023,56:52.3,9.77,2025,94,36
5/9/2023,56:52.5,9.39,2025,94,36
5/9/2023,56:52.8,10.27,2025,94,36
5/9/2023,56:53.0,9.85,2025,94,35
5/9/2023,56:53.3,9.12,2027,96,35
5/9/2023,56:53.6,10.17,2027,96,35
5/9/2023,56:53.8,10.09,2029,98,35
5/9/2023,56:54.1,9.7,2029,98,35
5/9/2023,56:54.3,10.47,2030,99,35
5/9/2023,56:54.6,9.57,2030,99,35
5/9/2023,56:54.9,9.92,2031,100,35
5/9/2023,56:55.1,9.7,2031,100,35
5/9/2023,56:55.4,10.17,2026,95,35
5/9/2023,56:55.7,9.9,2026,95,35
5/9/2023,56:55.9,9.69,2027,96,35
5/9/2023,56:56.2,9.55,2027,96,35
5/9/2023,56:56.4,9.74,2030,99,35
5/9/2023,56:56.7,9.98,2030,99,35
5/9/2023,56:56.9,9.47,2031,100,35
5/9/2023,56:57.2,10.37,2031,100,35
5/9/2023,56:57.5,9.49,2027,96,35
5/9/2023,56:57.7,9.93,2027,96,35
5/9/2023,56:57.9,9.63,2029,98,35
5/9/2023,56:58.2,9.43,2029,98,35
5/9/2023,56:58.5,9.68,2031,100,35
5/9/2023,56:58.8,9.34,2031,100,35
5/9/2023,56:59.0,10.02,2026,95,35
5/9/2023,56:59.3,9.52,2026,95,35
5/9/2023,56:59.6,9.95,2032,101,35
5/9/2023,56:59.8,9.74,2032,101,35
5/9/2023,57:00.1,9.64,2028,97,35
5/9/2023,57:00.3,10.26,2028,97,35
5/9/2023,57:00.6,9.77,2027,96,35
5/9/2023,57:00.9,9.21,2027,96,35
5/9/2023,57:01.1,9.72,2024,93,35
5/9/2023,57:01.4,9.61,2024,93,35
5/9/2023,57:01.6,9.77,2026,95,35
5/9/2023,57:01.9,9.83,2026,95,35
5/9/2023,57:02.2,9.99,2028,97,35
5/9/2023,57:02.4,9.62,2028,97,35
5/9/2023,57:02.7,9.73,2026,95,35
5/9/2023,57:03.0,9.94,2026,95,35
5/9/2023,57:03.2,9.79,2028,97,35
5/9/2023,57:03.5,9.48,2028,97,34
5/9/2023,57:03.7,9.2,2024,93,34
5/9/2023,57:04.0,9.65,2024,93,34
5/9/2023,57:04.2,9.63,2027,96,34
5/9/2023,57:04.5,9.6,2027,96,34
5/9/2023,57:04.8,9.65,2024,93,34
5/9/2023,57:05.0,9.47,2024,93,34
5/9/2023,57:05.3,9.68,2031,100,34
5/9/2023,57:05.6,9.99,2031,100,34
5/9/2023,57:05.8,9.54,2028,97,34
5/9/2023,57:06.1,9.05,2028,97,34
5/9/2023,57:06.3,9.76,2031,100,34
5/9/2023,57:06.6,9.52,2031,100,34
5/9/2023,57:06.9,9.42,2032,101,34
5/9/2023,57:07.1,9.66,2032,101,34
5/9/2023,57:07.3,9.57,2028,97,34
5/9/2023,57:07.6,9.43,2028,97,34
5/9/2023,57:07.9,9.5,2028,97,34
5/9/2023,57:08.2,9.59,2028,97,34
5/9/2023,57:08.4,9.79,2030,99,34
5/9/2023,57:08.7,9.31,2030,99,34
5/9/2023,57:08.9,9.99,2028,97,34
5/9/2023,57:09.2,9.66,2028,97,34
5/9/2023,57:09.5,9.69,2025,94,34
5/9/2023,57:09.7,9.01,2025,94,34
5/9/2023,57:09.9,9.6,2026,95,34
5/9/2023,57:10.2,9.89,2026,95,34
5/9/2023,57:10.5,9.41,2028,97,34
5/9/2023,57:10.7,9.77,2028,97,34
5/9/2023,57:11.0,9.93,2028,97,34
5/9/2023,57:11.3,9.95,2028,97,34
5/9/2023,57:11.5,9.69,2028,97,34
5/9/2023,57:11.8,9.58,2028,97,34
5/9/2023,57:12.1,9.56,2029,98,34
5/9/2023,57:12.3,9.77,2029,98,34
5/9/2023,57:12.6,9.73,2030,99,34
5/9/2023,57:12.8,9.89,2030,99,34
5/9/2023,57:13.1,9.54,2034,103,34
5/9/2023,57:13.4,9.74,2035,104,33
5/9/2023,57:13.6,9.85,2035,104,33
5/9/2023,57:13.9,9.44,2035,104,33
5/9/2023,57:14.1,9.68,2026,95,33
5/9/2023,57:14.4,9.25,2026,95,33
5/9/2023,57:14.7,9.72,2029,98,33
5/9/2023,57:14.9,9.5,2029,98,33
5/9/2023,57:15.1,9.59,2026,95,33
5/9/2023,57:15.4,9.25,2026,95,33
5/9/2023,57:15.7,9.75,2020,89,33
5/9/2023,57:15.9,9.7,2020,89,33
5/9/2023,57:16.2,9.38,2025,94,33
5/9/2023,57:16.5,10.09,2025,94,33
5/9/2023,57:16.7,9.81,2028,97,33
5/9/2023,57:17.0,9.44,2028,97,33
5/9/2023,57:17.3,9.36,2030,99,33
5/9/2023,57:17.5,9.9,2030,99,33
5/9/2023,57:17.8,10,2031,100,33
5/9/2023,57:18.0,9.68,2031,100,33
5/9/2023,57:18.2,9.37,2019,88,33
5/9/2023,57:18.5,9.83,2019,88,33
5/9/2023,57:18.8,9.73,2021,90,33
5/9/2023,57:19.1,9.52,2021,90,33
5/9/2023,57:19.3,9.8,2028,97,33
5/9/2023,57:19.6,9.55,2028,97,33
5/9/2023,57:19.9,10.42,2028,97,33
5/9/2023,57:20.1,9.55,2028,97,33
5/9/2023,57:20.3,9.88,2028,97,33
5/9/2023,57:20.6,9.79,2028,97,33
5/9/2023,57:20.9,9.83,2024,93,33
5/9/2023,57:21.1,9.97,2024,93,33
5/9/2023,57:21.4,9.18,2024,93,33
5/9/2023,57:21.6,10.02,2024,93,33
5/9/2023,57:21.9,9.65,2023,92,33
5/9/2023,57:22.2,9.65,2023,92,33
5/9/2023,57:22.5,9.7,2028,97,33
5/9/2023,57:22.7,10.24,2028,97,33
5/9/2023,57:23.0,9.79,2028,97,33
5/9/2023,57:23.2,9.82,2028,97,33
5/9/2023,57:23.5,9.97,2026,95,33
5/9/2023,57:23.7,9.07,2026,95,33
5/9/2023,57:24.0,9.22,2024,93,32
5/9/2023,57:24.3,9.36,2024,93,32
5/9/2023,57:24.5,9.62,2025,94,32
5/9/2023,57:24.8,9.51,2025,94,32
5/9/2023,57:25.0,10,2027,96,32
5/9/2023,57:25.3,9.64,2027,96,32
5/9/2023,57:25.6,9.34,2028,97,32
5/9/2023,57:25.8,10.18,2028,97,32
5/9/2023,57:26.1,9.68,2027,96,32
5/9/2023,57:26.3,9.82,2027,96,32
5/9/2023,57:26.6,9.21,2025,94,32
5/9/2023,57:26.9,9.98,2025,94,32
5/9/2023,57:27.1,9.92,2021,90,32
5/9/2023,57:27.4,9.63,2021,90,32
5/9/2023,57:27.7,10.01,2026,95,32
5/9/2023,57:27.9,9.67,2026,95,32
5/9/2023,57:28.2,9.55,2029,98,32
5/9/2023,57:28.4,10.08,2029,98,32
5/9/2023,57:28.7,9.76,2028,97,32
5/9/2023,57:29.0,9.52,2028,97,32
5/9/2023,57:29.2,9.74,2031,100,32
5/9/2023,57:29.5,9.48,2031,100,32
5/9/2023,57:29.7,9.53,2026,95,32
5/9/2023,57:30.0,9.57,2026,95,32
5/9/2023,57:30.2,9.36,2025,94,32
5/9/2023,57:30.5,9.93,2025,94,32
5/9/2023,57:30.8,9.78,2028,97,32
5/9/2023,57:31.0,9.98,2028,97,32
5/9/2023,57:31.3,9.96,2028,97,32
5/9/2023,57:31.5,9.75,2028,97,32
5/9/2023,57:31.8,9.61,2030,99,32
5/9/2023,57:32.1,9.65,2030,99,32
5/9/2023,57:32.3,9.6,2027,96,32
5/9/2023,57:32.6,9.69,2027,96,32
5/9/2023,57:32.8,9.72,2026,95,32
5/9/2023,57:33.1,9.57,2026,95,32
5/9/2023,57:33.3,9.3,2028,97,32
5/9/2023,57:33.6,9.99,2028,97,32
5/9/2023,57:33.9,9.99,2029,98,31
5/9/2023,57:34.1,9.58,2029,98,31
5/9/2023,57:34.4,10.34,2031,100,31
5/9/2023,57:34.7,9.73,2031,100,31
5/9/2023,57:35.0,9.93,2027,96,31
5/9/2023,57:35.2,9.69,2027,96,31
5/9/2023,57:35.4,9.96,2027,96,31
5/9/2023,57:35.7,9.8,2027,96,31
5/9/2023,57:35.9,9.6,2026,95,31
5/9/2023,57:36.3,10.37,2026,95,31
5/9/2023,57:36.6,9.96,2030,99,31
5/9/2023,57:36.7,9.62,2030,99,31
5/9/2023,57:37.0,9.99,2029,98,31
5/9/2023,57:37.3,10.45,2029,98,31
5/9/2023,57:37.5,9.6,2031,100,31
5/9/2023,57:37.8,9.87,2031,100,31
5/9/2023,57:38.1,9.74,2030,99,31
5/9/2023,57:38.3,9.93,2030,99,31
5/9/2023,57:38.6,9.9,2024,93,31
5/9/2023,57:38.8,9.49,2024,93,31
5/9/2023,57:39.1,9.98,2023,92,31
5/9/2023,57:39.4,10.46,2023,92,31
5/9/2023,57:39.6,9.85,2027,96,31
5/9/2023,57:39.9,9.82,2027,96,31
5/9/2023,57:40.1,9.29,2030,99,31
5/9/2023,57:40.4,10.22,2030,99,31
5/9/2023,57:40.7,9.72,2026,95,31
5/9/2023,57:41.0,9.56,2020,89,31
5/9/2023,57:41.2,9.85,2020,89,31
5/9/2023,57:41.5,9.69,2020,89,31
5/9/2023,57:41.7,10.11,2030,99,31
5/9/2023,57:41.9,9.73,2030,99,31
5/9/2023,57:42.2,9.88,2033,102,31
5/9/2023,57:42.5,9.66,2035,104,31
5/9/2023,57:42.7,9.61,2035,104,31
5/9/2023,57:43.0,10.12,2035,104,31
5/9/2023,57:43.2,9.97,2030,99,31
5/9/2023,57:43.5,9.85,2030,99,31
5/9/2023,57:43.8,10.31,2030,99,31
5/9/2023,57:44.0,9.83,2030,99,30
5/9/2023,57:44.3,9.41,2028,97,30
5/9/2023,57:44.6,10.02,2028,97,30
5/9/2023,57:44.8,9.82,2026,95,30
5/9/2023,57:45.1,9.77,2026,95,30
5/9/2023,57:45.3,9.85,2027,96,30
5/9/2023,57:45.6,10.07,2027,96,30
5/9/2023,57:45.9,10.16,2031,100,30
5/9/2023,57:46.1,9.79,2031,100,30
5/9/2023,57:46.4,9.95,2032,101,30
5/9/2023,57:46.7,9.8,2032,101,30
5/9/2023,57:46.9,9.52,2029,98,30
5/9/2023,57:47.2,9.99,2029,98,30
5/9/2023,57:47.4,9.77,2032,101,30
5/9/2023,57:47.7,10.09,2032,101,30
5/9/2023,57:48.0,9.92,2031,100,30
5/9/2023,57:48.2,10.21,2031,100,30
5/9/2023,57:48.5,9.9,2032,101,30
5/9/2023,57:48.7,9.5,2032,101,30
5/9/2023,57:49.0,9.98,2033,102,30
5/9/2023,57:49.3,9.98,2033,102,30
5/9/2023,57:49.5,9.79,2034,103,30
5/9/2023,57:49.8,10.18,2034,103,30
5/9/2023,57:50.0,9.94,2034,103,30
5/9/2023,57:50.3,9.79,2034,103,30
5/9/2023,57:50.5,10.08,2034,103,30
5/9/2023,57:50.8,10.07,2034,103,30
5/9/2023,57:51.1,9.2,2028,97,30
5/9/2023,57:51.4,10.06,2028,97,30
5/9/2023,57:51.6,9.61,2021,90,30
5/9/2023,57:51.8,9.23,2021,90,30
5/9/2023,57:52.1,10.04,2023,92,30
5/9/2023,57:52.3,10.55,2023,92,30
5/9/2023,57:52.6,10.24,2026,95,30
5/9/2023,57:52.9,9.84,2026,95,30
5/9/2023,57:53.1,10.4,2028,97,30
5/9/2023,57:53.4,9.95,2028,97,30
5/9/2023,57:53.7,9.61,2031,100,30
5/9/2023,57:53.9,9.63,2031,100,30
5/9/2023,57:54.2,9.69,2032,101,30
5/9/2023,57:54.5,9.39,2032,101,29
5/9/2023,57:54.7,9.39,2039,108,29
5/9/2023,57:55.0,9.92,2039,108,29
5/9/2023,57:55.2,10,2038,107,29
5/9/2023,57:55.5,9.83,2038,107,29
5/9/2023,57:55.7,9.92,2030,99,29
5/9/2023,57:56.0,9.81,2030,99,29
5/9/2023,57:56.2,9.99,2023,92,29
5/9/2023,57:56.5,9.93,2023,92,29
5/9/2023,57:56.8,10.26,2024,93,29
5/9/2023,57:57.1,9.82,2024,93,29
5/9/2023,57:57.3,10.05,2027,96,29
5/9/2023,57:57.5,10.17,2027,96,29
5/9/2023,57:57.8,9.97,2029,98,29
5/9/2023,57:58.1,10.4,2029,98,29
5/9/2023,57:58.3,10.11,2033,102,29
5/9/2023,57:58.6,10.21,2033,102,29
5/9/2023,57:58.9,9.68,2035,104,29
5/9/2023,57:59.1,10.31,2035,104,29
5/9/2023,57:59.4,10.09,2036,105,29
5/9/2023,57:59.7,9.77,2036,105,29
5/9/2023,57:59.9,10.72,2035,104,29
5/9/2023,58:00.2,9.6,2035,104,29
5/9/2023,58:00.4,9.22,2036,105,29
5/9/2023,58:00.6,9.49,2036,105,29
5/9/2023,58:00.9,10.1,2030,99,29
5/9/2023,58:01.2,10.1,2030,99,29
5/9/2023,58:01.4,9.31,2029,98,29
5/9/2023,58:01.7,9.47,2029,98,29
5/9/2023,58:02.0,10.09,2025,94,29
5/9/2023,58:02.2,10.33,2025,94,29
5/9/2023,58:02.5,9.8,2029,98,29
5/9/2023,58:02.8,10.09,2029,98,29
5/9/2023,58:03.0,9.14,2023,92,29
5/9/2023,58:03.3,9.43,2023,92,29
5/9/2023,58:03.5,9.8,2029,98,29
5/9/2023,58:03.8,9.93,2029,98,29
5/9/2023,58:04.0,10,2027,96,29
5/9/2023,58:04.3,9.82,2027,96,29
5/9/2023,58:04.6,10.12,2028,97,28
5/9/2023,58:04.8,9.19,2028,97,28
5/9/2023,58:05.1,10.11,2031,100,28
5/9/2023,58:05.4,10.21,2031,100,28
5/9/2023,58:05.7,9.79,2030,99,28
5/9/2023,58:05.8,10.08,2030,99,28
5/9/2023,58:06.2,9.59,2032,101,28
5/9/2023,58:06.4,9.47,2032,101,28
5/9/2023,58:06.7,10.26,2030,99,28
5/9/2023,58:07.0,9.74,2030,99,28
5/9/2023,58:07.2,9.31,2027,96,28
5/9/2023,58:07.5,10.14,2027,96,28
5/9/2023,58:07.7,9.69,2025,94,28
5/9/2023,58:07.9,10.01,2025,94,28
5/9/2023,58:08.2,9.39,2023,92,28
5/9/2023,58:08.5,10.22,2023,92,28
5/9/2023,58:08.8,9.66,2023,92,28
5/9/2023,58:09.0,9.93,2023,92,28
5/9/2023,58:09.3,10.08,2027,96,28
5/9/2023,58:09.5,9.81,2027,96,28
5/9/2023,58:09.8,9.48,2026,95,28
5/9/2023,58:10.0,10.04,2026,95,28
5/9/2023,58:10.3,10.59,2031,100,28
5/9/2023,58:10.6,10.25,2031,100,28
5/9/2023,58:10.8,9.59,2031,100,28
5/9/2023,58:11.1,10.2,2031,100,28
5/9/2023,58:11.3,9.98,2033,102,28
5/9/2023,58:11.6,9.55,2033,102,28
5/9/2023,58:11.8,9.99,2031,100,28
5/9/2023,58:12.1,9.83,2031,100,28
5/9/2023,58:12.4,9.5,2032,101,28
5/9/2023,58:12.6,9.92,2032,101,28
5/9/2023,58:12.9,9.84,2027,96,28
5/9/2023,58:13.2,9.72,2027,96,28
5/9/2023,58:13.4,9.97,2028,97,28
5/9/2023,58:13.7,9.87,2028,97,28
5/9/2023,58:14.0,9.6,2025,94,28
5/9/2023,58:14.2,9.51,2025,94,28
5/9/2023,58:14.5,9.76,2027,96,28
5/9/2023,58:14.7,9.86,2027,96,28
5/9/2023,58:15.0,9.87,2028,97,27
5/9/2023,58:15.2,9.7,2028,97,27
5/9/2023,58:15.5,9.83,2027,96,27
5/9/2023,58:15.8,9.59,2027,96,27
5/9/2023,58:16.0,9.68,2031,100,27
5/9/2023,58:16.3,9.94,2031,100,27
5/9/2023,58:16.5,9.93,2034,103,27
5/9/2023,58:16.8,9.3,2034,103,27
5/9/2023,58:17.1,9.89,2034,103,27
5/9/2023,58:17.3,10.22,2034,103,27
5/9/2023,58:17.6,9.57,2031,100,27
5/9/2023,58:17.8,9.97,2031,100,27
5/9/2023,58:18.1,9.84,2029,98,27
5/9/2023,58:18.4,9.59,2029,98,27
5/9/2023,58:18.6,9.75,2029,98,27
5/9/2023,58:18.9,9.92,2029,98,27
5/9/2023,58:19.1,9.75,2028,97,27
5/9/2023,58:19.4,9.7,2028,97,27
5/9/2023,58:19.7,9.81,2027,96,27
5/9/2023,58:19.9,9.98,2027,96,27
5/9/2023,58:20.2,9.86,2027,96,27
5/9/2023,58:20.4,10.17,2027,96,27
5/9/2023,58:20.7,9.84,2025,94,27
5/9/2023,58:21.0,10.08,2025,94,27
5/9/2023,58:21.2,10.48,2023,92,27
5/9/2023,58:21.4,9.65,2023,92,27
5/9/2023,58:21.8,9.94,2035,104,27
5/9/2023,58:22.0,9.64,2035,104,27
5/9/2023,58:22.2,10.34,2032,101,27
5/9/2023,58:22.5,10.04,2032,101,27
5/9/2023,58:22.8,9.39,2029,98,27
5/9/2023,58:23.1,9.72,2029,98,27
5/9/2023,58:23.3,9.68,2035,104,27
5/9/2023,58:23.5,9.96,2035,104,27
5/9/2023,58:23.8,9.83,2034,103,27
5/9/2023,58:24.1,9.89,2034,103,27
5/9/2023,58:24.4,9.78,2032,101,27
5/9/2023,58:24.6,9.98,2032,101,27
5/9/2023,58:24.9,9.95,2024,93,26
5/9/2023,58:25.2,9.77,2024,93,26
5/9/2023,58:25.4,10.58,2026,95,26
5/9/2023,58:25.7,10.19,2026,95,26
5/9/2023,58:25.9,9.94,2022,91,26
5/9/2023,58:26.2,10.4,2022,91,26
5/9/2023,58:26.4,10.03,2023,92,26
5/9/2023,58:26.7,10.27,2023,92,26
5/9/2023,58:26.9,10.14,2030,99,26
5/9/2023,58:27.2,10.57,2030,99,26
5/9/2023,58:27.5,9.73,2028,97,26
5/9/2023,58:27.7,9.72,2028,97,26
5/9/2023,58:28.0,10.1,2032,101,26
5/9/2023,58:28.2,9.91,2032,101,26
5/9/2023,58:28.5,10.3,2027,96,26
5/9/2023,58:28.7,10.43,2027,96,26
5/9/2023,58:29.0,9.87,2025,94,26
5/9/2023,58:29.3,9.76,2025,94,26
5/9/2023,58:29.5,10.16,2020,89,26
5/9/2023,58:29.8,9.91,2020,89,26
5/9/2023,58:30.1,9.92,2022,91,26
5/9/2023,58:30.3,10.02,2022,91,26
5/9/2023,58:30.6,10.45,2030,99,26
5/9/2023,58:30.8,10.01,2030,99,26
5/9/2023,58:31.1,10.21,2033,102,26
5/9/2023,58:31.4,10.21,2033,102,26
5/9/2023,58:31.6,9.89,2034,103,26
5/9/2023,58:31.9,10.34,2034,103,26
5/9/2023,58:32.2,10.18,2036,105,26
5/9/2023,58:32.4,10.12,2036,105,26
5/9/2023,58:32.6,10.24,2041,110,26
5/9/2023,58:32.9,10.45,2041,110,26
5/9/2023,58:33.2,9.93,2040,109,26
5/9/2023,58:33.5,10.26,2040,109,26
5/9/2023,58:33.7,9.94,2038,107,26
5/9/2023,58:34.0,9.64,2038,107,26
5/9/2023,58:34.2,10.63,2035,104,26
5/9/2023,58:34.5,9.86,2035,104,25
5/9/2023,58:34.7,10.57,2034,103,25
5/9/2023,58:35.0,9.51,2034,103,25
5/9/2023,58:35.2,10.1,2037,106,25
5/9/2023,58:35.5,10.09,2037,106,25
5/9/2023,58:35.8,11.13,2033,102,25
5/9/2023,58:36.0,10.38,2033,102,25
5/9/2023,58:36.3,10.62,2029,98,25
5/9/2023,58:36.6,10.79,2029,98,25
5/9/2023,58:36.8,10.66,2033,102,25
5/9/2023,58:37.0,9.93,2033,102,25
5/9/2023,58:37.4,10.65,2034,103,25
5/9/2023,58:37.6,10.49,2034,103,25
5/9/2023,58:37.8,10.35,2022,91,25
5/9/2023,58:38.1,9.85,2022,91,25
5/9/2023,58:38.4,10.53,2029,98,25
5/9/2023,58:38.6,10.35,2029,98,25
5/9/2023,58:38.9,10.09,2027,96,25
5/9/2023,58:39.2,10.38,2027,96,25
5/9/2023,58:39.4,10.49,2029,98,25
5/9/2023,58:39.7,10.31,2029,98,25
5/9/2023,58:39.9,10.55,2029,98,25
5/9/2023,58:40.2,9.69,2029,98,25
5/9/2023,58:40.4,10.28,2034,103,25
5/9/2023,58:40.7,10.83,2034,103,25
5/9/2023,58:41.0,9.98,2039,108,25
5/9/2023,58:41.3,11.43,2039,108,25
5/9/2023,58:41.5,10.16,2046,115,25
5/9/2023,58:41.8,11.12,2046,115,25
5/9/2023,58:42.0,10.96,2040,109,25
5/9/2023,58:42.2,10.61,2040,109,25
5/9/2023,58:42.5,10.43,2041,110,25
5/9/2023,58:42.8,10.77,2041,110,25
5/9/2023,58:43.0,10.43,2041,110,25
5/9/2023,58:43.3,10.83,2041,110,25
5/9/2023,58:43.6,10.24,2039,108,25
5/9/2023,58:43.8,11.47,2039,108,24
5/9/2023,58:44.1,9.75,2042,111,24
5/9/2023,58:44.4,10.68,2042,111,24
5/9/2023,58:44.7,11.02,2032,101,24
5/9/2023,58:44.9,9.86,2032,101,24
5/9/2023,58:45.2,11.62,2037,106,24
5/9/2023,58:45.4,10.94,2037,106,24
5/9/2023,58:45.6,10.15,2042,111,24
5/9/2023,58:45.9,12.13,2042,111,24
5/9/2023,58:46.2,11.33,2042,111,24
5/9/2023,58:46.4,10.86,2042,111,24
5/9/2023,58:46.7,11.08,2039,108,24
5/9/2023,58:47.0,11.13,2039,108,24
5/9/2023,58:47.2,11.69,2044,113,24
5/9/2023,58:47.5,11.16,2044,113,24
5/9/2023,58:47.7,10.87,2037,106,24
5/9/2023,58:48.0,10.75,2037,106,24
5/9/2023,58:48.3,10.36,2035,104,24
5/9/2023,58:48.5,10.79,2035,104,24
5/9/2023,58:48.7,11.51,2034,103,24
5/9/2023,58:49.0,11.5,2034,103,24
5/9/2023,58:49.3,11.64,2036,105,24
5/9/2023,58:49.6,11.63,2036,105,24
5/9/2023,58:49.8,11.12,2043,112,24
5/9/2023,58:50.1,11.3,2043,112,24
5/9/2023,58:50.3,11.02,2047,116,24
5/9/2023,58:50.6,11.44,2047,116,24
5/9/2023,58:50.8,11.48,2048,117,24
5/9/2023,58:51.1,11.07,2048,117,24
5/9/2023,58:51.4,11.45,2047,116,24
5/9/2023,58:51.6,11.39,2047,116,24
5/9/2023,58:51.9,11.5,2045,114,24
5/9/2023,58:52.2,11.76,2045,114,24
5/9/2023,58:52.4,11.79,2047,116,24
5/9/2023,58:52.7,11.67,2047,116,24
5/9/2023,58:53.0,11.4,2048,117,24
5/9/2023,58:53.2,11.84,2048,117,24
5/9/2023,58:53.4,11.51,2050,119,23
5/9/2023,58:53.7,11.62,2050,119,23
5/9/2023,58:54.0,11.64,2044,113,23
5/9/2023,58:54.2,11.07,2044,113,23
5/9/2023,58:54.5,11.43,2036,105,23
5/9/2023,58:54.7,12.03,2036,105,23
5/9/2023,58:55.0,11.92,2038,107,23
5/9/2023,58:55.3,11.44,2038,107,23
5/9/2023,58:55.5,12.1,2048,117,23
5/9/2023,58:55.8,11.61,2048,117,23
