Date,Time,RBoom_Angle,* PRSTiltSensorBin,* PRSTiltSensorEng,NoName
5/9/2023,42:46.1,9.75,2031,97,12
5/9/2023,42:46.5,9.79,2030,96,12
5/9/2023,42:46.7,10.16,2030,96,12
5/9/2023,42:47.0,9.85,2030,96,12
5/9/2023,42:47.2,9.71,2030,96,12
5/9/2023,42:47.5,9.85,2028,94,12
5/9/2023,42:47.7,10.17,2028,94,12
5/9/2023,42:48.0,9.55,2028,94,12
5/9/2023,42:48.2,9.7,2028,94,12
5/9/2023,42:48.5,9.94,2028,94,12
5/9/2023,42:48.8,9.92,2031,97,12
5/9/2023,42:49.0,9.78,2031,97,12
5/9/2023,42:49.3,9.82,2029,95,12
5/9/2023,42:49.6,9.49,2029,95,12
5/9/2023,42:49.9,9.25,2032,98,12
5/9/2023,42:50.1,9.61,2034,100,12
5/9/2023,42:50.3,9.9,2034,100,12
5/9/2023,42:50.6,9.34,2041,107,12
5/9/2023,42:51.0,10.89,2041,107,12
5/9/2023,42:51.1,9.62,2039,105,12
5/9/2023,42:51.4,9.99,2039,105,12
5/9/2023,42:51.6,10.09,2039,105,12
5/9/2023,42:51.9,10.84,2038,104,12
5/9/2023,42:52.2,9.86,2036,102,12
5/9/2023,42:52.4,9.75,2036,102,12
5/9/2023,42:52.7,9.99,2036,102,13
5/9/2023,42:52.9,10.61,2028,94,13
5/9/2023,42:53.2,9.84,2029,95,13
5/9/2023,42:53.5,9.67,2029,95,13
5/9/2023,42:53.7,10.14,2029,95,13
5/9/2023,42:54.0,9.54,2026,92,13
5/9/2023,42:54.3,9.99,2026,92,13
5/9/2023,42:54.5,9.78,2024,90,13
5/9/2023,42:54.8,9.97,2024,90,13
5/9/2023,42:55.0,9.72,2026,92,13
5/9/2023,42:55.3,10.02,2026,92,13
5/9/2023,42:55.5,9.79,2024,90,13
5/9/2023,42:55.8,10.25,2024,90,13
5/9/2023,42:56.1,10.57,2027,93,13
5/9/2023,42:56.3,10.04,2027,93,13
5/9/2023,42:56.6,10.16,2027,93,13
5/9/2023,42:56.8,9.84,2027,93,13
5/9/2023,42:57.1,10.14,2028,94,13
5/9/2023,42:57.4,10.23,2028,94,13
5/9/2023,42:57.7,10.06,2031,97,13
5/9/2023,42:57.9,9.92,2031,97,13
5/9/2023,42:58.2,10.46,2030,96,13
5/9/2023,42:58.4,10.4,2030,96,13
5/9/2023,42:58.6,9.99,2030,96,13
5/9/2023,42:58.9,9.95,2030,96,13
5/9/2023,42:59.1,10.01,2032,98,13
5/9/2023,42:59.4,10.13,2032,98,13
5/9/2023,42:59.7,10.08,2036,102,13
5/9/2023,42:59.9,9.87,2036,102,13
5/9/2023,43:00.2,9.86,2035,101,13
5/9/2023,43:00.5,10.33,2035,101,13
5/9/2023,43:00.7,9.38,2034,100,13
5/9/2023,43:01.0,10.07,2034,100,13
5/9/2023,43:01.2,9.68,2036,102,13
5/9/2023,43:01.6,10.32,2037,103,13
5/9/2023,43:01.8,10.1,2037,103,13
5/9/2023,43:02.0,9.8,2037,103,13
5/9/2023,43:02.3,9.77,2035,101,13
5/9/2023,43:02.6,9.98,2035,101,13
5/9/2023,43:02.8,9.94,2033,99,13
5/9/2023,43:03.1,9.87,2033,99,13
5/9/2023,43:03.3,9.81,2033,99,13
5/9/2023,43:03.6,10.22,2033,99,13
5/9/2023,43:03.8,9.67,2037,103,13
5/9/2023,43:04.1,9.94,2037,103,13
5/9/2023,43:04.4,10.19,2036,102,13
5/9/2023,43:04.6,10.2,2036,102,13
5/9/2023,43:04.9,9.91,2037,103,13
5/9/2023,43:05.2,9.93,2037,103,13
5/9/2023,43:05.5,10.06,2033,99,13
5/9/2023,43:05.7,10.26,2033,99,14
5/9/2023,43:06.0,10.33,2032,98,14
5/9/2023,43:06.2,9.7,2032,98,14
5/9/2023,43:06.5,9.94,2030,96,14
5/9/2023,43:06.8,10.13,2030,96,14
5/9/2023,43:07.0,10.04,2031,97,14
5/9/2023,43:07.3,9.88,2032,98,14
5/9/2023,43:07.5,9.9,2032,98,14
5/9/2023,43:07.8,10.36,2032,98,14
5/9/2023,43:08.0,10.03,2030,96,14
5/9/2023,43:08.3,9.73,2030,96,14
5/9/2023,43:08.6,10.07,2031,97,14
5/9/2023,43:08.8,10.66,2031,97,14
5/9/2023,43:09.1,9.87,2028,94,14
5/9/2023,43:09.3,10.05,2028,94,14
5/9/2023,43:09.6,10.02,2027,93,14
5/9/2023,43:09.9,9.92,2027,93,14
5/9/2023,43:10.1,10.22,2025,91,14
5/9/2023,43:10.4,10.04,2025,91,14
5/9/2023,43:10.6,9.94,2026,92,14
5/9/2023,43:10.9,9.87,2026,92,14
5/9/2023,43:11.2,9.94,2030,96,14
5/9/2023,43:11.4,9.83,2030,96,14
5/9/2023,43:11.7,10.02,2029,95,14
5/9/2023,43:11.9,10.13,2029,95,14
5/9/2023,43:12.2,10.19,2031,97,14
5/9/2023,43:12.5,10.17,2031,97,14
5/9/2023,43:12.7,9.98,2033,99,14
5/9/2023,43:13.0,9.99,2033,99,14
5/9/2023,43:13.2,10.06,2030,96,14
5/9/2023,43:13.5,9.87,2030,96,14
5/9/2023,43:13.8,10,2029,95,14
5/9/2023,43:14.0,10.24,2029,95,14
5/9/2023,43:14.3,10.21,2029,95,14
5/9/2023,43:14.6,10.24,2029,95,14
5/9/2023,43:14.8,9.83,2028,94,14
5/9/2023,43:15.0,9.92,2028,94,14
5/9/2023,43:15.3,10.45,2025,91,14
5/9/2023,43:15.6,9.98,2025,91,14
5/9/2023,43:15.8,9.96,2030,96,14
5/9/2023,43:16.1,9.97,2030,96,14
5/9/2023,43:16.4,10.22,2032,98,14
5/9/2023,43:16.6,9.75,2032,98,14
5/9/2023,43:16.9,9.97,2031,97,14
5/9/2023,43:17.1,10.02,2031,97,14
5/9/2023,43:17.4,10.33,2033,99,14
5/9/2023,43:17.7,9.87,2033,99,14
5/9/2023,43:17.9,9.98,2034,100,14
5/9/2023,43:18.2,10.02,2034,100,15
5/9/2023,43:18.4,10.15,2034,100,15
5/9/2023,43:18.7,9.79,2034,100,15
5/9/2023,43:18.9,9.79,2031,97,15
5/9/2023,43:19.2,10.04,2031,97,15
5/9/2023,43:19.5,9.95,2029,95,15
5/9/2023,43:19.7,10.21,2029,95,15
5/9/2023,43:20.0,10.24,2027,93,15
5/9/2023,43:20.2,10.07,2027,93,15
5/9/2023,43:20.5,10.17,2030,96,15
5/9/2023,43:20.8,10.56,2030,96,15
5/9/2023,43:21.1,9.21,2031,97,15
5/9/2023,43:21.3,10.37,2031,97,15
5/9/2023,43:21.5,10.17,2033,99,15
5/9/2023,43:21.8,10.07,2033,99,15
5/9/2023,43:22.1,9.87,2032,98,15
5/9/2023,43:22.3,10.14,2032,98,15
5/9/2023,43:22.6,10.36,2035,101,15
5/9/2023,43:22.9,10.21,2035,101,15
5/9/2023,43:23.1,9.82,2032,98,15
5/9/2023,43:23.4,9.96,2032,98,15
5/9/2023,43:23.7,10.29,2032,98,15
5/9/2023,43:23.9,10.1,2032,98,15
5/9/2023,43:24.2,9.67,2029,95,15
5/9/2023,43:24.4,9.68,2029,95,15
5/9/2023,43:24.7,9.88,2032,98,15
5/9/2023,43:24.9,9.99,2032,98,15
5/9/2023,43:25.2,9.95,2031,97,15
5/9/2023,43:25.5,9.6,2031,97,15
5/9/2023,43:25.7,9.85,2032,98,15
5/9/2023,43:26.0,10.07,2032,98,15
5/9/2023,43:26.2,9.94,2028,94,15
5/9/2023,43:26.5,10.11,2028,94,15
5/9/2023,43:26.8,9.94,2029,95,15
5/9/2023,43:27.0,9.9,2029,95,15
5/9/2023,43:27.3,10.12,2030,96,15
5/9/2023,43:27.5,10.1,2030,96,15
5/9/2023,43:27.8,9.67,2031,97,15
5/9/2023,43:28.1,10.36,2031,97,15
5/9/2023,43:28.3,10.28,2031,97,15
5/9/2023,43:28.6,10.15,2031,97,15
5/9/2023,43:28.9,9.93,2029,95,15
5/9/2023,43:29.1,10.6,2029,95,15
5/9/2023,43:29.4,10.35,2031,97,15
5/9/2023,43:29.6,10.04,2031,97,15
5/9/2023,43:29.9,10.22,2031,97,15
5/9/2023,43:30.1,10.52,2031,97,15
5/9/2023,43:30.4,10.53,2031,97,15
5/9/2023,43:30.6,10.21,2031,97,15
5/9/2023,43:30.9,10.43,2035,101,15
5/9/2023,43:31.2,10.37,2035,101,16
5/9/2023,43:31.5,10.47,2035,101,16
5/9/2023,43:31.7,10.31,2035,101,16
5/9/2023,43:32.0,10.25,2037,103,16
5/9/2023,43:32.2,11.05,2037,103,16
5/9/2023,43:32.5,10.4,2037,103,16
5/9/2023,43:32.8,10.12,2037,103,16
5/9/2023,43:33.0,10,2041,107,16
5/9/2023,43:33.3,10.99,2041,107,16
5/9/2023,43:33.5,10.72,2038,104,16
5/9/2023,43:33.8,9.96,2038,104,16
5/9/2023,43:34.1,10.76,2041,107,16
5/9/2023,43:34.3,10.96,2041,107,16
5/9/2023,43:34.6,10.56,2037,103,16
5/9/2023,43:34.9,10.67,2037,103,16
5/9/2023,43:35.1,10.71,2041,107,16
5/9/2023,43:35.3,10.07,2041,107,16
5/9/2023,43:35.6,10.68,2039,105,16
5/9/2023,43:35.9,10.69,2039,105,16
5/9/2023,43:36.1,10.14,2036,102,16
5/9/2023,43:36.4,10.64,2036,102,16
5/9/2023,43:36.7,10.65,2038,104,16
5/9/2023,43:36.9,10.54,2038,104,16
5/9/2023,43:37.2,10.67,2039,105,16
5/9/2023,43:37.4,10.82,2039,105,16
5/9/2023,43:37.7,10.98,2039,105,16
5/9/2023,43:38.0,10.7,2039,105,16
5/9/2023,43:38.2,10.45,2040,106,16
5/9/2023,43:38.4,10.57,2040,106,16
5/9/2023,43:38.7,10.9,2038,104,16
5/9/2023,43:39.0,10.56,2038,104,16
5/9/2023,43:39.3,10.55,2038,104,16
5/9/2023,43:39.5,10.65,2038,104,16
5/9/2023,43:39.8,10.94,2040,106,16
5/9/2023,43:40.0,10.53,2040,106,16
5/9/2023,43:40.3,10.66,2036,102,16
5/9/2023,43:40.5,10.35,2036,102,16
5/9/2023,43:40.8,11.13,2036,102,16
5/9/2023,43:41.1,10.92,2036,102,16
5/9/2023,43:41.3,10.61,2035,101,16
5/9/2023,43:41.6,10.65,2035,101,16
5/9/2023,43:41.9,11.17,2037,103,16
5/9/2023,43:42.1,10.57,2037,103,16
5/9/2023,43:42.4,10.52,2040,106,16
5/9/2023,43:42.7,10.85,2040,106,16
5/9/2023,43:42.9,11.2,2039,105,16
5/9/2023,43:43.1,10.9,2039,105,16
5/9/2023,43:43.4,10.72,2037,103,16
5/9/2023,43:43.7,11.15,2037,103,17
5/9/2023,43:44.0,11.31,2038,104,17
5/9/2023,43:44.2,11.04,2038,104,17
5/9/2023,43:44.5,10.49,2042,108,17
5/9/2023,43:44.7,11.21,2042,108,17
5/9/2023,43:45.0,11.16,2041,107,17
5/9/2023,43:45.3,10.96,2041,107,17
5/9/2023,43:45.5,10.79,2040,106,17
5/9/2023,43:45.7,11.28,2040,106,17
5/9/2023,43:46.0,11,2041,107,17
5/9/2023,43:46.3,11.25,2041,107,17
5/9/2023,43:46.5,11.41,2042,108,17
5/9/2023,43:46.8,11.2,2042,108,17
5/9/2023,43:47.1,11.66,2043,109,17
5/9/2023,43:47.3,11.12,2043,109,17
5/9/2023,43:47.6,11.29,2041,107,17
5/9/2023,43:47.9,11.2,2041,107,17
5/9/2023,43:48.1,10.71,2047,113,17
5/9/2023,43:48.4,11.38,2047,113,17
5/9/2023,43:48.6,11.09,2046,112,17
5/9/2023,43:48.9,11.4,2046,112,17
5/9/2023,43:49.1,11.01,2047,113,17
5/9/2023,43:49.4,11.47,2047,113,17
5/9/2023,43:49.7,11.15,2042,108,17
5/9/2023,43:49.9,11.44,2042,108,17
5/9/2023,43:50.2,11.16,2045,111,17
5/9/2023,43:50.4,11.4,2045,111,17
5/9/2023,43:50.7,11.26,2046,112,17
5/9/2023,43:50.9,11.21,2046,112,17
5/9/2023,43:51.2,11.31,2042,108,17
5/9/2023,43:51.5,11.33,2042,108,17
5/9/2023,43:51.7,11.25,2046,112,17
5/9/2023,43:52.0,10.91,2046,112,17
5/9/2023,43:52.3,11.28,2048,114,17
5/9/2023,43:52.5,11.51,2048,114,17
5/9/2023,43:52.8,11.37,2045,111,17
5/9/2023,43:53.0,11.46,2045,111,17
5/9/2023,43:53.3,11.22,2044,110,17
5/9/2023,43:53.6,11.93,2044,110,17
5/9/2023,43:53.8,11.4,2042,108,17
5/9/2023,43:54.0,11.33,2042,108,17
5/9/2023,43:54.3,11.38,2043,109,17
5/9/2023,43:54.6,11.78,2043,109,17
5/9/2023,43:54.9,11.09,2042,108,17
5/9/2023,43:55.1,11.45,2042,108,17
5/9/2023,43:55.4,11.71,2041,107,17
5/9/2023,43:55.7,11.56,2041,107,17
5/9/2023,43:55.9,11.56,2040,106,17
5/9/2023,43:56.2,11.47,2040,106,17
5/9/2023,43:56.4,11.49,2042,108,17
5/9/2023,43:56.7,11.79,2042,108,18
5/9/2023,43:56.9,11.9,2044,110,18
5/9/2023,43:57.2,11.65,2044,110,18
5/9/2023,43:57.4,11.73,2046,112,18
5/9/2023,43:57.7,11.7,2046,112,18
5/9/2023,43:58.0,11.76,2048,114,18
5/9/2023,43:58.2,11.47,2048,114,18
5/9/2023,43:58.5,11.48,2047,113,18
5/9/2023,43:58.8,11.97,2047,113,18
5/9/2023,43:59.0,11.89,2047,113,18
5/9/2023,43:59.3,11.44,2047,113,18
5/9/2023,43:59.6,11.87,2047,113,18
5/9/2023,43:59.8,11.88,2047,113,18
5/9/2023,44:00.1,11.73,2047,113,18
5/9/2023,44:00.4,11.52,2047,113,18
5/9/2023,44:00.6,12.11,2047,113,18
5/9/2023,44:00.8,11.43,2047,113,18
5/9/2023,44:01.1,12.06,2048,114,18
5/9/2023,44:01.4,11.72,2048,114,18
5/9/2023,44:01.6,11.74,2047,113,18
5/9/2023,44:01.9,11.85,2047,113,18
5/9/2023,44:02.1,11.89,2043,109,18
5/9/2023,44:02.4,11.76,2043,109,18
5/9/2023,44:02.7,11.92,2044,110,18
5/9/2023,44:02.9,12.23,2044,110,18
5/9/2023,44:03.2,11.9,2046,112,18
5/9/2023,44:03.4,11.65,2046,112,18
5/9/2023,44:03.7,12.01,2045,111,18
5/9/2023,44:03.9,11.91,2045,111,18
5/9/2023,44:04.2,12.19,2046,112,18
5/9/2023,44:04.5,12.23,2046,112,18
5/9/2023,44:04.7,11.74,2047,113,18
5/9/2023,44:05.0,11.96,2047,113,18
5/9/2023,44:05.2,12.28,2049,115,18
5/9/2023,44:05.5,11.73,2049,115,18
5/9/2023,44:05.8,12.33,2055,121,18
5/9/2023,44:06.0,11.87,2055,121,18
5/9/2023,44:06.3,12.65,2050,116,18
5/9/2023,44:06.6,12.45,2050,116,18
5/9/2023,44:06.8,11.92,2051,117,18
5/9/2023,44:07.0,12.25,2051,117,18
5/9/2023,44:07.4,12.61,2050,116,18
5/9/2023,44:07.6,11.81,2050,116,18
5/9/2023,44:07.9,12.17,2056,122,18
5/9/2023,44:08.1,12.45,2056,122,18
5/9/2023,44:08.4,12.56,2052,118,18
5/9/2023,44:08.6,12.12,2052,118,18
5/9/2023,44:08.9,12.11,2056,122,18
5/9/2023,44:09.2,12.52,2056,122,19
5/9/2023,44:09.4,12.16,2053,119,19
5/9/2023,44:09.7,11.88,2053,119,19
5/9/2023,44:09.9,12.19,2055,121,19
5/9/2023,44:10.2,12.73,2055,121,19
5/9/2023,44:10.4,12.42,2060,126,19
5/9/2023,44:10.7,12.28,2060,126,19
5/9/2023,44:11.0,12.38,2058,124,19
5/9/2023,44:11.2,12.42,2058,124,19
5/9/2023,44:11.5,12.29,2057,123,19
5/9/2023,44:11.8,12.49,2057,123,19
5/9/2023,44:12.0,12.05,2055,121,19
5/9/2023,44:12.2,12.19,2055,121,19
5/9/2023,44:12.6,12.58,2053,119,19
5/9/2023,44:12.8,12.38,2053,119,19
5/9/2023,44:13.1,12.19,2049,115,19
5/9/2023,44:13.3,12.19,2049,115,19
5/9/2023,44:13.6,12.03,2054,120,19
5/9/2023,44:13.9,12.38,2054,120,19
5/9/2023,44:14.1,12.7,2055,121,19
5/9/2023,44:14.4,12.74,2055,121,19
5/9/2023,44:14.6,11.93,2056,122,19
5/9/2023,44:14.9,12.47,2056,122,19
5/9/2023,44:15.2,11.87,2054,120,19
5/9/2023,44:15.4,12.28,2054,120,19
5/9/2023,44:15.7,12,2052,118,19
5/9/2023,44:15.9,12.62,2052,118,19
5/9/2023,44:16.1,12.11,2058,124,19
5/9/2023,44:16.4,12.25,2058,124,19
5/9/2023,44:16.7,12,2054,120,19
5/9/2023,44:17.0,12.1,2054,120,19
5/9/2023,44:17.2,12.59,2050,116,19
5/9/2023,44:17.5,12.48,2050,116,19
5/9/2023,44:17.8,12.33,2049,115,19
5/9/2023,44:18.0,11.75,2049,115,19
5/9/2023,44:18.3,12.41,2051,117,19
5/9/2023,44:18.5,12.03,2051,117,19
5/9/2023,44:18.8,12.38,2050,116,19
5/9/2023,44:19.0,12.25,2050,116,19
5/9/2023,44:19.3,11.93,2056,122,19
5/9/2023,44:19.6,12.14,2056,122,19
5/9/2023,44:19.8,12.57,2052,118,19
5/9/2023,44:20.1,12.52,2052,118,19
5/9/2023,44:20.3,11.7,2051,117,19
5/9/2023,44:20.6,12.24,2051,117,19
5/9/2023,44:20.8,12.28,2052,118,19
5/9/2023,44:21.1,12.67,2052,118,19
5/9/2023,44:21.4,12.47,2053,119,19
5/9/2023,44:21.6,11.98,2053,119,19
5/9/2023,44:21.9,12.08,2052,118,19
5/9/2023,44:22.1,12.43,2052,118,20
5/9/2023,44:22.4,11.97,2058,124,20
5/9/2023,44:22.7,11.87,2058,124,20
5/9/2023,44:22.9,12.26,2053,119,20
5/9/2023,44:23.2,12.09,2053,119,20
5/9/2023,44:23.4,12.23,2053,119,20
5/9/2023,44:23.7,12.26,2053,119,20
5/9/2023,44:24.0,12.22,2054,120,20
5/9/2023,44:24.2,12.13,2054,120,20
5/9/2023,44:24.5,12.38,2053,119,20
5/9/2023,44:24.7,12.48,2053,119,20
5/9/2023,44:25.0,11.93,2053,119,20
5/9/2023,44:25.3,12.15,2053,119,20
5/9/2023,44:25.5,12.22,2050,116,20
5/9/2023,44:25.8,12.13,2050,116,20
5/9/2023,44:26.1,12.38,2055,121,20
5/9/2023,44:26.3,11.74,2055,121,20
5/9/2023,44:26.5,12.1,2059,125,20
5/9/2023,44:26.8,12.86,2059,125,20
5/9/2023,44:27.1,11.72,2056,122,20
5/9/2023,44:27.4,12.42,2056,122,20
5/9/2023,44:27.6,11.89,2058,124,20
5/9/2023,44:27.9,12.71,2058,124,20
5/9/2023,44:28.1,11.97,2057,123,20
5/9/2023,44:28.4,12.37,2057,123,20
5/9/2023,44:28.6,12.36,2060,126,20
5/9/2023,44:28.9,11.62,2060,126,20
5/9/2023,44:29.2,12.17,2053,119,20
5/9/2023,44:29.4,12.43,2053,119,20
5/9/2023,44:29.7,12.08,2055,121,20
5/9/2023,44:30.0,12.45,2055,121,20
5/9/2023,44:30.2,11.64,2054,120,20
5/9/2023,44:30.5,11.35,2054,120,20
5/9/2023,44:30.8,12.74,2049,115,20
5/9/2023,44:31.0,11.87,2049,115,20
5/9/2023,44:31.3,12.11,2043,109,20
5/9/2023,44:31.5,11.47,2043,109,20
5/9/2023,44:31.8,12.85,2047,113,20
5/9/2023,44:32.1,12.49,2047,113,20
5/9/2023,44:32.3,12.61,2051,117,20
5/9/2023,44:32.6,12.38,2051,117,20
5/9/2023,44:32.9,12.24,2044,110,20
5/9/2023,44:33.1,11.6,2044,110,20
5/9/2023,44:33.3,12.05,2046,112,20
5/9/2023,44:33.6,12.14,2046,112,20
5/9/2023,44:33.9,12.56,2044,110,20
5/9/2023,44:34.2,11.68,2044,110,20
5/9/2023,44:34.4,11.72,2048,114,20
5/9/2023,44:34.6,12.08,2048,114,21
5/9/2023,44:34.9,11.98,2048,114,21
5/9/2023,44:35.2,12.22,2048,114,21
5/9/2023,44:35.5,11.92,2049,115,21
5/9/2023,44:35.7,12.16,2049,115,21
5/9/2023,44:36.0,12.18,2048,114,21
5/9/2023,44:36.2,12.19,2048,114,21
5/9/2023,44:36.5,12.21,2049,115,21
5/9/2023,44:36.8,12.16,2049,115,21
5/9/2023,44:37.0,12.26,2050,116,21
5/9/2023,44:37.2,12.45,2050,116,21
5/9/2023,44:37.5,12.58,2052,118,21
5/9/2023,44:37.7,11.63,2052,118,21
5/9/2023,44:38.1,11.92,2054,120,21
5/9/2023,44:38.3,12.1,2054,120,21
5/9/2023,44:38.5,12.47,2051,117,21
5/9/2023,44:38.8,12.27,2051,117,21
5/9/2023,44:39.1,11.7,2050,116,21
5/9/2023,44:39.4,12.41,2050,116,21
5/9/2023,44:39.6,11.7,2050,116,21
5/9/2023,44:39.9,12.1,2050,116,21
5/9/2023,44:40.1,12.25,2050,116,21
5/9/2023,44:40.4,12.4,2050,116,21
5/9/2023,44:40.7,12.13,2049,115,21
5/9/2023,44:40.9,11.86,2049,115,21
5/9/2023,44:41.2,12.63,2055,121,21
5/9/2023,44:41.5,12.72,2055,121,21
5/9/2023,44:41.7,12.16,2052,118,21
5/9/2023,44:42.0,11.63,2052,118,21
5/9/2023,44:42.2,12.36,2055,121,21
5/9/2023,44:42.5,12.11,2055,121,21
5/9/2023,44:42.8,12.57,2057,123,21
5/9/2023,44:43.0,12.59,2057,123,21
5/9/2023,44:43.3,12.41,2057,123,21
5/9/2023,44:43.5,11.51,2057,123,21
5/9/2023,44:43.7,11.38,2057,123,21
5/9/2023,44:44.1,11.85,2057,123,21
5/9/2023,44:44.3,11.83,2059,125,21
5/9/2023,44:44.5,12.02,2059,125,21
5/9/2023,44:44.8,12.35,2058,124,21
5/9/2023,44:45.1,12.36,2058,124,21
5/9/2023,44:45.3,12.11,2053,119,21
5/9/2023,44:45.6,12.3,2053,119,21
5/9/2023,44:45.8,12.1,2050,116,21
5/9/2023,44:46.1,12.14,2050,116,21
5/9/2023,44:46.4,12.23,2055,121,21
5/9/2023,44:46.6,12.35,2055,121,21
5/9/2023,44:46.9,12.25,2057,123,21
5/9/2023,44:47.2,12.13,2057,123,21
5/9/2023,44:47.4,12.26,2053,119,21
5/9/2023,44:47.7,12.57,2053,119,22
5/9/2023,44:48.0,12.33,2055,121,22
5/9/2023,44:48.2,12.23,2055,121,22
5/9/2023,44:48.5,12.23,2057,123,22
5/9/2023,44:48.7,12.28,2057,123,22
5/9/2023,44:49.0,12.62,2055,121,22
5/9/2023,44:49.2,12.28,2055,121,22
5/9/2023,44:49.5,12.36,2053,119,22
5/9/2023,44:49.8,12.01,2053,119,22
5/9/2023,44:50.0,12.3,2053,119,22
5/9/2023,44:50.3,12.21,2053,119,22
5/9/2023,44:50.5,12.32,2050,116,22
5/9/2023,44:50.8,12.55,2050,116,22
5/9/2023,44:51.1,12.41,2050,116,22
5/9/2023,44:51.3,12.2,2050,116,22
5/9/2023,44:51.6,12.5,2054,120,22
5/9/2023,44:51.9,11.87,2054,120,22
5/9/2023,44:52.1,12.19,2053,119,22
5/9/2023,44:52.3,12.22,2053,119,22
5/9/2023,44:52.6,12.25,2053,119,22
5/9/2023,44:52.9,12.29,2053,119,22
5/9/2023,44:53.2,12.27,2052,118,22
5/9/2023,44:53.4,12.74,2052,118,22
5/9/2023,44:53.6,12.22,2055,121,22
5/9/2023,44:53.9,12.45,2055,121,22
5/9/2023,44:54.2,12.54,2053,119,22
5/9/2023,44:54.4,11.54,2053,119,22
5/9/2023,44:54.7,11.98,2051,117,22
5/9/2023,44:55.0,12.24,2051,117,22
5/9/2023,44:55.2,12.9,2053,119,22
5/9/2023,44:55.5,12.36,2053,119,22
5/9/2023,44:55.7,12.53,2049,115,22
5/9/2023,44:56.0,10.9,2049,115,22
5/9/2023,44:56.3,12.58,2056,122,22
5/9/2023,44:56.5,12.34,2056,122,22
5/9/2023,44:56.8,12.13,2059,125,22
5/9/2023,44:57.0,12.18,2059,125,22
5/9/2023,44:57.3,12.33,2063,129,22
5/9/2023,44:57.5,12.34,2063,129,22
5/9/2023,44:57.8,12.37,2051,117,22
5/9/2023,44:58.1,12.36,2051,117,22
5/9/2023,44:58.3,12.6,2048,114,22
5/9/2023,44:58.6,12.3,2048,114,22
5/9/2023,44:58.9,12,2054,120,22
5/9/2023,44:59.1,12.25,2054,120,22
5/9/2023,44:59.3,11.89,2059,125,22
5/9/2023,44:59.6,11.56,2059,125,22
5/9/2023,44:59.9,12.38,2053,119,22
5/9/2023,45:00.2,12.11,2053,119,23
5/9/2023,45:00.4,12.04,2057,123,23
5/9/2023,45:00.7,11.71,2057,123,23
5/9/2023,45:00.9,12.03,2053,119,23
5/9/2023,45:01.2,12.17,2053,119,23
5/9/2023,45:01.5,12.29,2053,119,23
5/9/2023,45:01.7,12.3,2053,119,23
5/9/2023,45:02.0,12.09,2053,119,23
5/9/2023,45:02.2,12.06,2053,119,23
5/9/2023,45:02.5,12,2051,117,23
5/9/2023,45:02.7,12.14,2051,117,23
5/9/2023,45:03.0,11.91,2052,118,23
5/9/2023,45:03.3,12.14,2052,118,23
5/9/2023,45:03.5,11.88,2051,117,23
5/9/2023,45:03.8,11.97,2051,117,23
5/9/2023,45:04.1,11.89,2053,119,23
5/9/2023,45:04.3,12,2053,119,23
5/9/2023,45:04.6,11.87,2054,120,23
5/9/2023,45:04.8,12.07,2054,120,23
5/9/2023,45:05.1,11.75,2047,113,23
5/9/2023,45:05.4,12.02,2047,113,23
5/9/2023,45:05.6,12,2049,115,23
5/9/2023,45:05.9,11.85,2049,115,23
5/9/2023,45:06.2,11.74,2048,114,23
5/9/2023,45:06.4,11.83,2048,114,23
5/9/2023,45:06.7,11.9,2052,118,23
5/9/2023,45:06.9,12.1,2052,118,23
5/9/2023,45:07.2,11.79,2054,120,23
5/9/2023,45:07.4,11.82,2054,120,23
5/9/2023,45:07.7,12.02,2049,115,23
5/9/2023,45:08.0,11.76,2049,115,23
5/9/2023,45:08.2,12,2046,112,23
5/9/2023,45:08.5,11.88,2046,112,23
5/9/2023,45:08.8,12.26,2048,114,23
5/9/2023,45:09.0,12.12,2048,114,23
5/9/2023,45:09.3,11.81,2046,112,23
5/9/2023,45:09.6,11.99,2046,112,23
5/9/2023,45:09.8,11.67,2050,116,23
5/9/2023,45:10.1,11.76,2050,116,23
5/9/2023,45:10.3,11.71,2051,117,23
5/9/2023,45:10.6,11.83,2051,117,23
5/9/2023,45:10.9,11.65,2050,116,23
5/9/2023,45:11.1,12.31,2050,116,23
5/9/2023,45:11.3,11.72,2048,114,23
5/9/2023,45:11.6,11.58,2048,114,23
5/9/2023,45:11.9,11.64,2050,116,23
5/9/2023,45:12.2,12.11,2050,116,23
5/9/2023,45:12.4,11.55,2049,115,23
5/9/2023,45:12.7,11.54,2049,115,23
5/9/2023,45:12.9,11.62,2050,116,23
5/9/2023,45:13.2,11.73,2050,116,24
5/9/2023,45:13.5,12.15,2049,115,24
5/9/2023,45:13.7,11.62,2049,115,24
5/9/2023,45:14.0,11.56,2049,115,24
5/9/2023,45:14.2,11.63,2049,115,24
5/9/2023,45:14.5,12.26,2048,114,24
5/9/2023,45:14.8,11.65,2048,114,24
5/9/2023,45:15.0,11.49,2046,112,24
5/9/2023,45:15.3,11.9,2046,112,24
5/9/2023,45:15.5,11.98,2044,110,24
5/9/2023,45:15.7,11.6,2044,110,24
5/9/2023,45:16.1,11.39,2043,109,24
5/9/2023,45:16.3,11.51,2043,109,24
5/9/2023,45:16.5,11.67,2041,107,24
5/9/2023,45:16.8,11.79,2041,107,24
5/9/2023,45:17.1,11.51,2042,108,24
5/9/2023,45:17.3,11.24,2042,108,24
